"Name","State","finished_run","METHOD.METHOD_NAME","Tags","Created","Runtime","SOLVER.BASE_LR","SOLVER.OPTIMIZING_METHOD","SOLVER.MOMENTUM","SOLVER.NESTEROV","METHOD.REPLAY.MEMORY_SIZE_SAMPLES","METHOD.REPLAY.STORAGE_POLICY","MODEL.FREEZE_BACKBONE","OUTPUT_DIR","adhoc_users_aggregate/train_action_batch/AG_cumul/mean","adhoc_users_aggregate/train_noun_batch/AG_cumul/mean","adhoc_users_aggregate/train_action_batch/AG_cumul/SE","adhoc_users_aggregate/train_noun_batch/AG_cumul/SE","adhoc_users_aggregate/train_verb_batch/AG_cumul/SE","adhoc_users_aggregate/user_aggregate_count","User","Notes","adhoc_users_aggregate/train_verb_batch/AG_cumul/mean","adhoc_users_aggregate/pred_action_batch/loss/avg_history_AG/SE","adhoc_users_aggregate/pred_noun_batch/loss/avg_history_AG/SE","adhoc_users_aggregate/pred_noun_batch/loss/avg_history_AG/mean","adhoc_users_aggregate/pred_verb_batch/loss/avg_history_AG/SE","adhoc_users_aggregate/pred_verb_batch/loss/avg_history_AG/mean","TRANSFER_MATRIX/avg_AG/pred_action_batch/loss","TRANSFER_MATRIX/avg_AG/pred_noun_batch/loss","TRANSFER_MATRIX/avg_AG/pred_verb_batch/loss"
"Finetuning_2022-09-14_19-05-45_UIDbb155890-64ad-4263-817d-8d26cae67add_MATT","finished","true","Finetuning","","2022-09-15T02:37:30.000Z","21230","0.1","sgd","0","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-1_SOLVER-MOMENTUM=0-0_SOLVER-NESTEROV=True/2022-09-13_09-33-33_UIDf1d94198-7bae-4ba6-ac99-a13c24c3fb14","0.5101762386754304","0.8503040396592307","0.5178517749308017","0.3225639299085802","0.23251840204628943","10","matthiasdelange","-","-0.3401277993419223","","","","","","","",""
"Finetuning_2022-09-14_19-06-02_UID2c4355e2-c42c-46d9-ba37-8cb8abe8d1d0_MATT","finished","true","Finetuning","","2022-09-15T02:42:14.000Z","20923","0.01","sgd","0","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-0_SOLVER-NESTEROV=True/2022-09-13_10-53-52_UID958392f7-c477-4a09-a7ac-c72cc81251c2","1.947415103850088","1.5843568519443505","0.4018999017984656","0.2729001495728158","0.17250310493681262","10","matthiasdelange","-","0.3630582411523467","","","","","","","",""
"Finetuning_2022-09-14_19-06-48_UIDf999b5d0-5794-4bcf-9172-e3bc310f497b_MATT","finished","true","Finetuning","","2022-09-15T02:38:33.000Z","20815","0.001","sgd","0","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-001_SOLVER-MOMENTUM=0-0_SOLVER-NESTEROV=True/2022-09-13_09-33-53_UIDa6fe4344-2d3e-4d95-9b80-bcc5005eba30","1.1148918805185906","0.8132105492962198","0.34534724234814884","0.25549640329859435","0.12044613888230464","10","matthiasdelange","-","0.3016813400724909","","","","","","","",""
"Finetuning_2022-09-14_19-07-02_UIDa83559d5-518a-4e3b-8550-230006951b0a_MATT","finished","true","Finetuning","","2022-09-15T02:43:00.000Z","19727","0.1","sgd","0.3","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-1_SOLVER-MOMENTUM=0-3_SOLVER-NESTEROV=True/2022-09-13_09-34-51_UID819b79e9-031e-4695-9d61-1d8f7dd89d50","0.30042125609288356","0.7534437958439717","0.4826369659314704","0.3163514138309209","0.19940982136270527","10","matthiasdelange","-","-0.45302250921621035","","","","","","","",""
"Finetuning_2022-09-14_19-13-12_UID2425fbfb-02de-4db8-9b8c-560a1658f125_MATT","finished","true","Finetuning","","2022-09-15T02:36:39.000Z","13622","0.01","sgd","0.9","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-9_SOLVER-NESTEROV=True/2022-09-13_18-41-04_UIDb7144f28-120f-4cfc-bfb8-f3767fa47de5","0.3427437256597073","0.5732979565075673","0.4142435002938076","0.26770403126749626","0.17404078968494816","10","matthiasdelange","-","-0.23055423874305717","","","","","","","",""
"Finetuning_2022-09-14_19-12-57_UID6baebf41-b3cb-4351-bc43-719ef27786a6_MATT","finished","true","Finetuning","","2022-09-15T02:36:11.000Z","13661","0.1","sgd","0.9","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-1_SOLVER-MOMENTUM=0-9_SOLVER-NESTEROV=True/2022-09-13_18-40-18_UID095b218d-1de1-468a-b8b9-8891f4fc358f","-2.292985385303383","-0.6177253564008175","0.8406340732399894","0.45806039228565415","0.4184978797040201","10","matthiasdelange","-","-1.6752600275298302","","","","","","","",""
"Finetuning_2022-09-14_19-12-33_UIDff7587a2-d0e7-49ad-b3a4-9aa4819443e6_MATT","finished","true","Finetuning","","2022-09-15T02:35:07.000Z","13610","0.001","sgd","0.6","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-001_SOLVER-MOMENTUM=0-6_SOLVER-NESTEROV=True/2022-09-13_11-21-41_UID90dc9916-8bf1-42b2-aeca-867e5ac87c8b","1.5425765479760452","1.16360229509869","0.3778609985537368","0.2773825865777873","0.13733806871819","10","matthiasdelange","-","0.37897422742553977","","","","","","","",""
"Finetuning_2022-09-14_19-14-54_UIDa13d9e4e-aaaf-424a-8510-0afced5d247f_MATT","finished","true","Finetuning","","2022-09-15T02:37:50.000Z","13354","0.001","sgd","0.9","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-001_SOLVER-MOMENTUM=0-9_SOLVER-NESTEROV=True/2022-09-13_18-41-23_UIDf06876a4-5df0-4a3e-8ee6-0d8d2ef69776","1.0354245583705723","0.8288752504310274","0.36810042348448846","0.25576124279828966","0.13852575452489926","10","matthiasdelange","-","0.2065492661076883","","","","","","","",""
"Finetuning_2022-09-14_19-11-22_UIDc6c7cbb5-bcbc-42d6-8b13-b86d1d5cd585_MATT","finished","true","Finetuning","","2022-09-15T02:33:58.000Z","13628","0.001","sgd","0.3","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/final01_01_finetuning_sgd/../../../results/ego4d_action_recog/final01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-001_SOLVER-MOMENTUM=0-3_SOLVER-NESTEROV=True/2022-09-13_09-35-20_UID15afc9c2-2463-47fa-b6f9-59930f45a628","1.3418531097738504","0.9924693551355132","0.3621577929331128","0.268044192271652","0.12884460260144845","10","matthiasdelange","-","0.34938373909392484","","","","","","","",""
"Finetuning_2022-09-11_21-54-53_UID73e360c4-c761-4329-bf30-a1f5a3b26aa6_MATT","finished","true","Finetuning","","2022-09-11T21:57:01.000Z","36357","0.0001","sgd","0","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/exp01_01_finetuning_sgd/../../../results/ego4d_action_recog/exp01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-0001_SOLVER-MOMENTUM=0-0/2022-09-11_21-54-53_UID73e360c4-c761-4329-bf30-a1f5a3b26aa6","-1.5192378504235542","-1.2340454483329149","0.6683618249407395","0.5618308741376729","0.11406038623851114","4","matthiasdelange","-","-0.2851923902685479","","","","","","","",""
"Finetuning_2022-09-11_17-14-56_UID04c7eb9d-709f-44cc-b969-92ea5f87998a_MATT","crashed","true","Finetuning","","2022-09-11T17:15:43.000Z","42817","0.1","sgd","0.9","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/exp01_01_finetuning_sgd/../../../results/ego4d_action_recog/exp01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-1_SOLVER-MOMENTUM=0-9/2022-09-11_17-14-56_UID04c7eb9d-709f-44cc-b969-92ea5f87998a","-9.609700064631951","-3.850093754374001","3.027898461895332","1.6600816864398087","1.4446130457604065","4","matthiasdelange","-","-5.759606160051634","","","","","","","",""
"Finetuning_2022-09-11_17-15-58_UIDb636a389-7a63-402d-82c5-008309bc21c5_MATT","crashed","true","Finetuning","","2022-09-11T17:17:14.000Z","42714","0.001","sgd","0.9","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/exp01_01_finetuning_sgd/../../../results/ego4d_action_recog/exp01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-001_SOLVER-MOMENTUM=0-9/2022-09-11_17-15-58_UIDb636a389-7a63-402d-82c5-008309bc21c5","-1.4149177517017142","-1.2118203956808165","1.5077806719484723","1.058612177786759","0.4651639278795451","4","matthiasdelange","-","-0.20309726846495263","","","","","","","",""
"Finetuning_2022-09-10_23-44-28_UIDc404b99e-f355-43dc-ae08-d836fc110d0a_MATT","finished","true","Finetuning","","2022-09-11T06:45:14.000Z","22200","0.01","sgd","0.9","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/exp01_01_finetuning_sgd/../../../results/ego4d_action_recog/exp01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-9/2022-09-10_23-44-28_UIDc404b99e-f355-43dc-ae08-d836fc110d0a","-0.5952159656808539","-0.3394331591329961","0.4404235207350041","0.2790348301203194","0.1738730834441963","4","matthiasdelange","-","-0.25578283640549004","","","","","","","",""
"Finetuning_2022-09-10_23-27-04_UID162ece3f-d5c4-4f1f-af00-9d76254c110b_MATT","finished","true","Finetuning","","2022-09-11T06:27:59.000Z","22900","0.001","sgd","0","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/exp01_01_finetuning_sgd/../../../results/ego4d_action_recog/exp01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-001_SOLVER-MOMENTUM=0-0/2022-09-10_23-27-04_UID162ece3f-d5c4-4f1f-af00-9d76254c110b","0.07182438818499218","-0.06753427818253793","0.3798204676580806","0.28718938840444297","0.11554116679480449","4","matthiasdelange","grid LR/momentum","0.13935865202531572","","","","","","","",""
"Finetuning_2022-09-10_23-26-30_UID64009fa3-fbfb-4e97-bf12-220863160289_MATT","finished","true","Finetuning","","2022-09-11T06:27:15.000Z","22747","0.01","sgd","0","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/exp01_01_finetuning_sgd/../../../results/ego4d_action_recog/exp01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-01_SOLVER-MOMENTUM=0-0/2022-09-10_23-26-30_UID64009fa3-fbfb-4e97-bf12-220863160289","1.0723507420795486","0.7119049432558804","0.3713013134443567","0.2986572763584625","0.1500031625825939","4","matthiasdelange","grid LR/momentum","0.3604458381606639","","","","","","","",""
"Finetuning_2022-09-10_23-24-37_UID9dc86f7c-a21a-437f-87b1-061ab56a31b2_MATT","finished","true","Finetuning","","2022-09-11T06:25:15.000Z","23089","0.1","sgd","0","true","1000","reservoir_stream","false","/home/matthiasdelange/sftp_remote_projects/ContextualOracle_Matthias/exps/ego4d_action_recog/exp01_01_finetuning_sgd/../../../results/ego4d_action_recog/exp01_01_finetuning_sgd/logs/GRID_SOLVER-BASE_LR=0-1_SOLVER-MOMENTUM=0-0/2022-09-10_23-24-37_UID9dc86f7c-a21a-437f-87b1-061ab56a31b2","-0.08649811848653746","0.20126270486535433","0.4652975348292449","0.2962971813566407","0.231379896854269","4","matthiasdelange","grid LR/mome","-0.2877608485585397","","","","","","","",""
